ticket_id,customer_id,ticket_text,product,created_at,previous_tickets,resolution_time,priority,category,resolved
RGT-000358,CUST-4B0F6900,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Teamfight Tactics,2023-09-05 21:22:59,0.0,50000.0,MEDIUM,Account Ban / Suspension,True
RGT-000968,CUST-2AE5E127,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,Valorant,2023-07-16 10:46:10,13.0,48.03,LOW,Account Ban / Suspension,True
RGT-001354,CUST-34B3AB66,2FA is sending codes but they expire before I can enter them. Clock sync on my phone is correct.,Teamfight Tactics,2023-09-23 21:19:48,2.0,,LOW,Login / 2FA Issue,False
RGT-001036,CUST-A326E34B,"After the latest patch, my client freezes on the loading screen. I cannot get into any game.",Valorant,2023-08-20 03:25:07,1.0,4.14,MEDIUM,Client Bug / Crash,True
RGT-000471,CUST-65D3B0FA,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,Legends of Runeterra,2023-05-22 12:36:20,0.0,44.42,MEDIUM,Account Ban / Suspension,True
RGT-001397,CUST-4244656B,Locked out of my account after too many failed login attempts. I was trying to recover access legitimately.,Wild Rift,2023-07-01 21:59:41,2.0,3.59,HIGH,Login / 2FA Issue,True
RGT-002706,CUST-AEAB083D,The shop tab in the client is blank. I cannot browse or purchase anything. Tried clearing cache.,Teamfight Tactics,2024-03-15 01:49:09,3.0,54.9,MEDIUM,Client Bug / Crash,True
RGT-001550,CUST-06A83EFD,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Wild Rift,2024-04-24 22:40:49,2.0,,MEDIUM,Account Ban / Suspension,True
RGT-001257,CUST-E79B1BC6,Account logged in on an unrecognised device. I changed password but 2FA was not set up. How do I add it now?,League of Legends,2023-06-25 20:40:50,2.0,20.53,MEDIUM,Login / 2FA Issue,True
RGT-002095,CUST-630A1B8F,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Legends of Runeterra,2023-05-10 23:38:06,2.0,21.17,MEDIUM,Account Ban / Suspension,True
RGT-001556,CUST-2315C447,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,Teamfight Tactics,2023-05-09 14:43:29,2.0,1.92,MEDIUM,Account Ban / Suspension,True
RGT-002669,CUST-4B079F84,,Valorant,2023-03-20 15:05:31,25.0,81.2,LOW,Cheat / Hacker Report,True
RGT-001251,CUST-E365E0A1,The shop tab in the client is blank. I cannot browse or purchase anything. Tried clearing cache.,League of Legends,2023-02-08 18:58:48,13.0,0.03,MEDIUM,Client Bug / Crash,True
RGT-001700,CUST-817C392F,Blatant cheater in Diamond ranked. Please investigate account RiotUser#48378. They were toggling aimbot openly.,League of Legends,2023-03-08 02:01:21,4.0,17.68,MEDIUM,Cheat / Hacker Report,True
RGT-001253,CUST-C7E0960A,There is a blatant scripter in my ranked game. They had 0ms reaction time and perfect skill shots all game.,Teamfight Tactics,2023-06-04 16:58:53,14.0,,LOW,Cheat / Hacker Report,False
RGT-002866,CUST-E3CAA4C1,I was punished for saying 'gg ez' which is a common phrase. I disagree this violates community standards.,Legends of Runeterra,2023-08-19 18:51:31,6.0,14.0,MEDIUM,Chat Restriction Appeal,True
RGT-000080,CUST-58A844D6,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,Valorant,2023-11-23 02:14:41,0.0,2.42,HIGH,Missing RP / Purchase Issue,True
RGT-001173,CUST-653899C4,I cannot log into my account. I reset my password but the 2FA code is going to an old email I lost access to.,Valorant,2023-12-31 14:52:47,2.0,,LOW,Login / 2FA Issue,False
RGT-000815,CUST-4854215C,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Teamfight Tactics,2023-06-16 20:24:04,,4.88,MEDIUM,Missing RP / Purchase Issue,True
RGT-001853,CUST-8B2F9B31,Constant 'Connection Error' messages in client even though my internet is working perfectly.,Valorant,2024-06-01 17:04:33,1.0,,LOW,Client Bug / Crash,False
RGT-002221,CUST-3928726A,The shop tab in the client is blank. I cannot browse or purchase anything. Tried clearing cache.,League of Legends,2024-04-22 01:52:02,0.0,63.32,MEDIUM,Client Bug / Crash,True
RGT-002711,CUST-1D5272DD,Audio cuts out completely mid-game after around 20 minutes of play. Rolling back drivers did not fix it.,Wild Rift,2023-11-28 17:34:00,8.0,3.8,HIGH,Client Bug / Crash,True
RGT-002106,CUST-AEAB083D,Account recovery is not working. I no longer have access to the email or phone number on record.,League of Legends,2023-11-26 23:49:01,2.0,,MEDIUM,Login / 2FA Issue,False
RGT-000134,CUST-8BF6B4F0,Cheater ruined 3 games in a row. Your reporting system seems broken. They are still not banned.,Valorant,2024-03-01 08:55:18,0.0,55.97,MEDIUM,Cheat / Hacker Report,True
RGT-001141,CUST-C9A78D21,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,Legends of Runeterra,2023-09-23 10:17:26,1.0,4.96,MEDIUM,Missing RP / Purchase Issue,True
RGT-000934,CUST-4FC4738B,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Legends of Runeterra,2024-01-14 14:41:48,14.0,102.47,LOW,Cheat / Hacker Report,True
RGT-000929,CUST-34B3AB66,"After updating, all my settings were reset. Also my custom game configurations are gone.",Valorant,2024-03-03 13:06:17,1.0,,MEDIUM,Client Bug / Crash,False
RGT-000824,CUST-5B4081EE,I used 'Login with Google' but Google account is now deleted. How do I recover my Riot account?,Teamfight Tactics,2023-10-07 22:12:07,6.0,69.93,MEDIUM,Login / 2FA Issue,True
RGT-001532,CUST-FBD3774A,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Valorant,2023-05-11 22:40:00,3.0,30.31,MEDIUM,Client Bug / Crash,True
RGT-001215,CUST-E573FEE4,The new Ahri skin has a visual glitch where her tails disappear during her ultimate animation.,Teamfight Tactics,2023-07-12 13:57:51,5.0,7.38,HIGH,Champion / Skin Bug,True
RGT-000505,CUST-8E0DD361,Getting lag spikes every few minutes that last about 2 seconds. This started after last Tuesday's patch.,Valorant,2024-06-26 11:39:57,0.0,9.45,LOW,Server Latency / Lag,True
RGT-DUPE-0054,CUST-2AE5E127,"After the latest patch, my client freezes on the loading screen. I cannot get into any game.",Teamfight Tactics,2023-02-09 08:24:42,16.0,1.68,LOW,Client Bug / Crash,True
RGT-002396,CUST-01E0218A,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Legends of Runeterra,2023-06-08 16:22:49,34.0,9.37,MEDIUM,Missing RP / Purchase Issue,True
RGT-001997,CUST-FA9DBD80,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,Legends of Runeterra,2024-06-14 13:42:04,19.0,21.23,LOW,Missing RP / Purchase Issue,True
RGT-002435,CUST-D6D08728,,League of Legends,2023-09-17 14:20:05,5.0,12.88,MEDIUM,Missing RP / Purchase Issue,True
RGT-001959,CUST-61ADFAC6,Player using Elo-boosting service. They were clearly being played by someone else based on behaviour change.,Legends of Runeterra,2023-12-18 00:01:00,14.0,,MEDIUM,Cheat / Hacker Report,False
RGT-001385,CUST-44AD1558,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Legends of Runeterra,2023-07-06 23:00:28,3.0,2.71,MEDIUM,Client Bug / Crash,True
RGT-000895,CUST-3D51023D,Chat restriction applied to my account but I have honour level 5. Seems like an error in your system.,League of Legends,2023-06-03 05:56:02,12.0,4.93,HIGH,Chat Restriction Appeal,True
RGT-000829,CUST-5B4081EE,,Wild Rift,2023-09-08 18:51:12,7.0,,MEDIUM,Account Ban / Suspension,False
RGT-DUPE-0006,CUST-3D51023D,I keep getting matched against the same scripter. Already reported in-game but they are still playing.,Legends of Runeterra,2023-11-09 22:07:25,26.0,14.7,MEDIUM,Cheat / Hacker Report,True
RGT-001684,CUST-BA4754CE,Login fails with 'incorrect password' even after a password reset. I have cleared cookies and cache.,Legends of Runeterra,2024-02-29 21:25:37,0.0,69.48,MEDIUM,Login / 2FA Issue,True
RGT-002654,CUST-5F210E14,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Valorant,2024-04-01 00:55:15,32.0,,MEDIUM,Account Ban / Suspension,False
RGT-002638,CUST-7204AB09,I purchased a champion that is currently on free rotation. I would like a refund as this was misleading.,Legends of Runeterra,2023-05-16 05:40:26,5.0,3.98,MEDIUM,Refund Request,True
RGT-002590,CUST-FE972C20,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Legends of Runeterra,2023-10-17 23:03:19,35.0,2.72,HIGH,Account Ban / Suspension,True
RGT-000653,CUST-4CF66CD9,Login fails with 'incorrect password' even after a password reset. I have cleared cookies and cache.,Teamfight Tactics,2023-04-21 04:00:11,5.0,7.97,MEDIUM,Login / 2FA Issue,True
RGT-000173,CUST-725E2848,Account recovery is not working. I no longer have access to the email or phone number on record.,Wild Rift,2023-03-21 13:10:50,0.0,31.96,MEDIUM,Login / 2FA Issue,True
RGT-000039,CUST-E5A3E89B,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-6E31F1.",Teamfight Tactics,2023-11-23 06:27:44,0.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-002947,CUST-5C8E2E99,I used 'Login with Google' but Google account is now deleted. How do I recover my Riot account?,Teamfight Tactics,2023-01-11 02:54:35,29.0,82.51,LOW,Login / 2FA Issue,True
RGT-000714,CUST-0DC35EE0,,Teamfight Tactics,2023-07-28 17:48:49,0.0,4.31,HIGH,Account Ban / Suspension,True
RGT-000091,CUST-2A231E0F,"After the latest patch, my client freezes on the loading screen. I cannot get into any game.",Teamfight Tactics,2023-08-29 23:08:19,0.0,247.15,LOW,Client Bug / Crash,True
RGT-DUPE-0042,CUST-522A7E0A,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",League of Legends,2023-07-01 23:53:13,9.0,5.33,HIGH,Account Ban / Suspension,True
RGT-001206,CUST-CDB94453,The Dragon Trainer Tristana skin has a missing particle effect on her W ability.,Legends of Runeterra,2023-05-27 20:03:23,15.0,40.66,LOW,Champion / Skin Bug,True
RGT-002550,CUST-7A32E5DE,Client keeps logging me out randomly. I have to re-enter my password multiple times per session.,League of Legends,2023-06-15 20:48:22,33.0,7.8,MEDIUM,Client Bug / Crash,True
RGT-002665,CUST-B8FC2778,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Wild Rift,2024-05-08 13:36:08,6.0,2.39,MEDIUM,Cheat / Hacker Report,True
RGT-001828,CUST-0DC35EE0,I used 'Login with Google' but Google account is now deleted. How do I recover my Riot account?,Legends of Runeterra,2023-04-25 09:31:51,3.0,1.02,MEDIUM,Login / 2FA Issue,True
RGT-001156,CUST-3D51023D,"Hello, my account was flagged and restricted. I believe this is a false positive from your anti-cheat. I need an appeal.",Valorant,2023-02-07 08:31:52,14.0,2.47,HIGH,Account Ban / Suspension,True
RGT-001325,CUST-5F210E14,I completed my placement matches but my rank is much lower than last season. Is this expected?,League of Legends,2023-08-04 02:26:56,15.0,5.33,HIGH,Ranked & Matchmaking,True
RGT-000217,CUST-AA3F74B3,The shop tab in the client is blank. I cannot browse or purchase anything. Tried clearing cache.,Valorant,2023-03-02 20:53:42,0.0,320.14,LOW,Client Bug / Crash,True
RGT-000511,CUST-7033DBE6,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Teamfight Tactics,2024-06-06 19:29:21,0.0,68.78,MEDIUM,Missing RP / Purchase Issue,True
RGT-001681,CUST-1767AA4A,Getting a black screen on launch. The process shows in Task Manager but nothing displays.,Valorant,2024-05-08 06:18:29,26.0,1.36,HIGH,Client Bug / Crash,True
RGT-000500,CUST-BC359A86,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,League of Legends,2023-08-27 07:03:31,2.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-002556,CUST-21276DDB,I was in promo series but the server crashed mid-game. The loss was counted against me.,Legends of Runeterra,2024-01-04 18:59:13,0.0,,MEDIUM,Ranked & Matchmaking,False
RGT-001857,CUST-CE3A6577,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Legends of Runeterra,2024-02-26 15:30:42,3.0,64.52,MEDIUM,Account Ban / Suspension,True
RGT-001389,CUST-4FC4738B,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,Wild Rift,2023-06-03 18:20:38,23.0,,LOW,Cheat / Hacker Report,False
RGT-001520,CUST-7A6802CC,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Valorant,2023-05-06 12:43:46,0.0,10.01,MEDIUM,Ranked & Matchmaking,True
RGT-002387,CUST-357C4273,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Valorant,2023-04-16 14:56:31,2.0,28.04,LOW,Account Ban / Suspension,True
RGT-002805,CUST-5755564A,Blatant cheater in Diamond ranked. Please investigate account RiotUser#31432. They were toggling aimbot openly.,League of Legends,2023-09-10 13:38:16,4.0,2.36,HIGH,Cheat / Hacker Report,True
RGT-002077,CUST-7A32E5DE,,Legends of Runeterra,2024-03-20 09:56:57,25.0,0.93,MEDIUM,Client Bug / Crash,True
RGT-001541,CUST-0911EC11,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,League of Legends,2024-02-04 09:09:55,2.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-001218,CUST-BBD08A57,I completed my placement matches but my rank is much lower than last season. Is this expected?,League of Legends,2024-04-14 13:02:23,1.0,11.35,MEDIUM,Ranked & Matchmaking,True
RGT-001417,CUST-B0952AB3,I was punished for saying 'gg ez' which is a common phrase. I disagree this violates community standards.,Legends of Runeterra,2023-06-24 21:29:00,1.0,13.71,LOW,Chat Restriction Appeal,True
RGT-002218,CUST-ABA4C4B7,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Legends of Runeterra,2023-10-09 04:29:08,27.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-002597,CUST-EC1A721E,I was in promo series but the server crashed mid-game. The loss was counted against me.,Valorant,2023-09-16 07:29:09,5.0,23.29,MEDIUM,Ranked & Matchmaking,True
RGT-001677,CUST-5B4081EE,Got a communication ban for using my native language which the filter incorrectly flagged.,Teamfight Tactics,2024-02-13 05:33:39,22.0,,HIGH,Chat Restriction Appeal,False
RGT-001198,CUST-F4EFB584,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,Legends of Runeterra,2023-10-29 07:23:48,2.0,1.76,MEDIUM,Missing RP / Purchase Issue,True
RGT-001543,CUST-47259181,Possible griefing bot detected on the enemy team. All five of them stood still in base.,League of Legends,Jan 2023,4.0,197.53,LOW,Cheat / Hacker Report,True
RGT-000954,CUST-676E48EA,Got a communication ban for using my native language which the filter incorrectly flagged.,Valorant,2024-04-22 00:15:18,3.0,92.35,MEDIUM,Chat Restriction Appeal,True
RGT-000751,CUST-9B770A9F,I want to appeal my chat restriction. The logs being cited were from a conversation I did not start.,Wild Rift,2024-06-23 01:56:23,0.0,0.39,HIGH,Chat Restriction Appeal,True
RGT-000235,CUST-C91C1ECE,RP purchase failed but the money was deducted from my account. This is the second time this has happened.,Legends of Runeterra,2023-11-10 07:45:55,4.0,0.46,MEDIUM,Missing RP / Purchase Issue,True
RGT-000733,CUST-4FC4738B,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Wild Rift,2023-10-20 05:02:42,10.0,148.08,LOW,Missing RP / Purchase Issue,True
RGT-ND-9022,CUST-C4731564,Game crashes on the loading screen every time.,League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-001157,CUST-0BDF6CA8,Getting a black screen on launch. The process shows in Task Manager but nothing displays.,Teamfight Tactics,2023-01-25 10:00:02,2.0,,MEDIUM,Client Bug / Crash,False
RGT-002653,CUST-776C9714,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,League of Legends,2024-05-20 01:33:44,2.0,50.26,MEDIUM,Account Ban / Suspension,True
RGT-002446,CUST-C4731564,The Arcane Vi skin causes my game to crash during the level-up animation. Reproducible every time.,League of Legends,2023-03-25 14:51:00,26.0,25.9,MEDIUM,Champion / Skin Bug,True
RGT-001210,CUST-725E2848,,League of Legends,2024-05-29 13:37:19,3.0,69.84,MEDIUM,Ranked & Matchmaking,True
RGT-001066,CUST-6D4766F3,I was charged twice for the same RP bundle. I see two transactions on my statement for $20.00.,Valorant,2023-03-26 10:33:45,1.0,45.33,LOW,Missing RP / Purchase Issue,True
RGT-002157,CUST-B98ACCE8,Duo partner and I are being put into the wrong queue tier. We are Diamond 2 and 3 but matched in Plat.,Wild Rift,2024-04-10 19:29:00,3.0,,HIGH,Ranked & Matchmaking,False
RGT-001063,CUST-87EA02C9,Client keeps logging me out randomly. I have to re-enter my password multiple times per session.,Teamfight Tactics,2023-04-22 13:47:42,3.0,0.21,HIGH,Client Bug / Crash,True
RGT-001168,CUST-FBD3774A,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,League of Legends,2024-05-05 09:45:33,0.0,3.63,HIGH,Account Ban / Suspension,True
RGT-001493,CUST-7709DC90,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,Wild Rift,2023-10-26 13:07:33,14.0,,LOW,Cheat / Hacker Report,False
RGT-002551,CUST-8AC2E438,The client update bricked my installation. Now I get error code 0xB3C5 on startup.,Legends of Runeterra,2023-07-19 14:58:05,5.0,15.27,MEDIUM,Client Bug / Crash,True
RGT-000885,CUST-2AE5E127,Got a communication ban for using my native language which the filter incorrectly flagged.,Teamfight Tactics,2024-04-29 01:52:50,10.0,,LOW,Chat Restriction Appeal,False
RGT-000144,CUST-9C6414DA,Ranked queue dodging penalty applied even though I did not dodge. I was in loading screen.,Wild Rift,2024-01-07 23:43:55,0.0,59.01,MEDIUM,Ranked & Matchmaking,True
RGT-DUPE-0029,CUST-57FBCB14,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Wild Rift,2024-03-16 18:06:09,6.0,2.18,HIGH,Account Ban / Suspension,True
RGT-000851,CUST-6348CE13,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,Teamfight Tactics,2023-08-01 15:47:01,1.0,0.64,MEDIUM,Account Ban / Suspension,True
RGT-000718,CUST-8B088BAB,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Teamfight Tactics,2024-02-01 22:23:33,2.0,5.8,LOW,Ranked & Matchmaking,True
RGT-002928,CUST-BC359A86,Login fails with 'incorrect password' even after a password reset. I have cleared cookies and cache.,Legends of Runeterra,2023-01-21 02:29:56,18.0,24.54,LOW,Login / 2FA Issue,True
RGT-002503,CUST-09022E87,,League of Legends,2024-06-10 21:56:00,6.0,11.54,HIGH,Cheat / Hacker Report,True
RGT-000265,CUST-3E70C00C,I was charged twice for the same RP bundle. I see two transactions on my statement for $35.00.,Wild Rift,2024-03-05 22:26:19,1.0,49.86,MEDIUM,Missing RP / Purchase Issue,True
RGT-000076,CUST-4FC4738B,"Hello, my account was flagged and restricted. I believe this is a false positive from your anti-cheat. I need an appeal.",Legends of Runeterra,2023-11-20 02:36:32,0.0,31.39,MEDIUM,Account Ban / Suspension,True
RGT-002493,CUST-1479B5E5,"After the latest patch, my client freezes on the loading screen. I cannot get into any game.",Wild Rift,2023-12-20 11:20:10,4.0,61.59,LOW,Client Bug / Crash,True
RGT-000396,CUST-2C0B0E3F,Reporting a player for using wallhacks in Valorant. Their username is Player8287. Please review game ID NA1_6695007725.,League of Legends,2023-03-27 13:01:31,2.0,1.58,HIGH,Cheat / Hacker Report,True
RGT-002625,CUST-44AD1558,Duo partner and I are being put into the wrong queue tier. We are Diamond 2 and 3 but matched in Plat.,Wild Rift,2023-11-30 15:17:29,5.0,13.87,MEDIUM,Ranked & Matchmaking,True
RGT-002225,CUST-D3A134F8,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Legends of Runeterra,2024-04-03 22:59:35,2.0,,MEDIUM,Account Ban / Suspension,False
RGT-002885,CUST-EC1A721E,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,League of Legends,2024-02-29 20:57:56,6.0,79.37,LOW,Cheat / Hacker Report,True
RGT-000397,CUST-3D51023D,Cheater ruined 3 games in a row. Your reporting system seems broken. They are still not banned.,Valorant,2023-10-28 20:21:36,2.0,1.87,HIGH,Cheat / Hacker Report,True
RGT-001366,CUST-ED59D5A1,Jinx's passive is not triggering correctly after the latest patch. The movement speed buff is inconsistent.,Valorant,2024-04-14 05:46:54,3.0,19.45,MEDIUM,Champion / Skin Bug,True
RGT-002578,CUST-66CFECED,Cheater ruined 3 games in a row. Your reporting system seems broken. They are still not banned.,Teamfight Tactics,2024-02-29 17:00:26,3.0,9.37,MEDIUM,Cheat / Hacker Report,True
RGT-001904,CUST-C8EF30A7,The shop tab in the client is blank. I cannot browse or purchase anything. Tried clearing cache.,League of Legends,2023-09-02 22:08:51,1.0,7.51,HIGH,Client Bug / Crash,True
RGT-000596,CUST-FE972C20,Constant 'Connection Error' messages in client even though my internet is working perfectly.,Teamfight Tactics,2023-08-20 17:39:33,11.0,,MEDIUM,Client Bug / Crash,False
RGT-002110,CUST-AEE4B6C8,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Wild Rift,2023-10-19 12:33:44,2.0,,HIGH,Missing RP / Purchase Issue,False
RGT-001297,CUST-1767AA4A,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,League of Legends,2023-05-10 18:00:11,20.0,0.45,LOW,Missing RP / Purchase Issue,True
RGT-001822,CUST-09022E87,2FA is sending codes but they expire before I can enter them. Clock sync on my phone is correct.,Valorant,2024-04-25 13:20:04,2.0,8.01,HIGH,Login / 2FA Issue,True
RGT-000873,CUST-9E25788D,My son made an unauthorized purchase on my account. He is 9 years old. Please refund $50.00.,Legends of Runeterra,2023-01-30 12:57:14,2.0,,LOW,Refund Request,False
RGT-002998,CUST-3B5E48DD,Getting error UX-1 when attempting to sign in. This started after your maintenance window yesterday.,Wild Rift,2024-02-21 18:54:00,3.0,22.18,MEDIUM,Login / 2FA Issue,True
RGT-002327,CUST-9BFC5E9A,Kindred's Q ability is not applying on-hit effects correctly with the Spirit Blossom skin equipped.,Teamfight Tactics,2023-02-24 20:15:32,,2.7,HIGH,Champion / Skin Bug,True
RGT-001549,CUST-EBEF744C,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-BBAEDFD2.,Legends of Runeterra,2023-06-26 04:15:48,2.0,274.08,LOW,Missing RP / Purchase Issue,True
RGT-000037,CUST-3488A6BE,My account RiotUser#91439 was permanently banned but I never cheated. Please review the ban.,Valorant,2023-06-19 07:09:12,0.0,2.5,HIGH,Account Ban / Suspension,True
RGT-002925,CUST-8BD1A21F,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Legends of Runeterra,2023-04-21 14:46:52,1.0,98.17,LOW,Cheat / Hacker Report,True
RGT-002144,CUST-924F38A5,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Teamfight Tactics,2024-06-13 04:10:32,2.0,29.44,LOW,Account Ban / Suspension,True
RGT-002636,CUST-6D4FBE82,I used 'Login with Google' but Google account is now deleted. How do I recover my Riot account?,League of Legends,2023-08-06 22:16:08,4.0,101.1,LOW,Login / 2FA Issue,True
RGT-000978,CUST-80A81661,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,League of Legends,2023-10-15 16:23:07,0.0,3.02,MEDIUM,Missing RP / Purchase Issue,True
RGT-001572,CUST-7A32E5DE,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,League of Legends,2023-07-14 01:31:07,20.0,5.53,MEDIUM,Account Ban / Suspension,True
RGT-001123,CUST-062FB9F2,Account logged in on an unrecognised device. I changed password but 2FA was not set up. How do I add it now?,Valorant,2023-07-17 02:26:29,3.0,2.74,HIGH,Login / 2FA Issue,True
RGT-002240,CUST-AD716FA9,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,League of Legends,2023-03-07 07:33:55,5.0,5.85,MEDIUM,Account Ban / Suspension,True
RGT-002505,CUST-D83851D5,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Wild Rift,2023-09-20 18:25:32,6.0,20.15,LOW,Account Ban / Suspension,True
RGT-001893,CUST-5F210E14,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,Legends of Runeterra,2023-04-30 09:09:21,22.0,0.3,MEDIUM,Account Ban / Suspension,True
RGT-000676,CUST-D5B00482,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Valorant,2023-10-01 12:25:59,0.0,,LOW,Account Ban / Suspension,False
RGT-000729,CUST-3D51023D,Requesting a refund on a bundle because it was not clearly labelled that it included champions I already own.,Wild Rift,2023-12-07 22:00:04,,18.23,LOW,Refund Request,True
RGT-000413,CUST-E0EBF5E1,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Legends of Runeterra,2024-02-13 21:26:17,4.0,,HIGH,Account Ban / Suspension,False
RGT-001517,CUST-FCC1534C,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,Legends of Runeterra,2024-04-10 01:21:41,2.0,176.56,LOW,Account Ban / Suspension,True
RGT-001650,CUST-61ADFAC6,My Pulsefire Ezreal skin's recall animation is broken. It just shows the default animation instead.,Legends of Runeterra,2024-03-10 14:55:06,12.0,1.06,MEDIUM,Champion / Skin Bug,True
RGT-000826,CUST-6578BDD6,The shop tab in the client is blank. I cannot browse or purchase anything. Tried clearing cache.,Valorant,2023-11-22 15:11:03,1.0,0.76,HIGH,Client Bug / Crash,True
RGT-000617,CUST-E7D3B17F,Kindred's Q ability is not applying on-hit effects correctly with the Spirit Blossom skin equipped.,League of Legends,2023-07-09 08:55:35,1.0,4.14,LOW,Champion / Skin Bug,True
RGT-000115,CUST-E0EBF5E1,Player using Elo-boosting service. They were clearly being played by someone else based on behaviour change.,Teamfight Tactics,2023-12-08 10:50:25,1.0,12.89,MEDIUM,Cheat / Hacker Report,True
RGT-000418,CUST-C715E320,"My MMR seems stuck. I win 8 games in a row and gain 18 LP, then lose once and drop 25 LP.",League of Legends,2024-06-18 06:19:34,,24.84,MEDIUM,Ranked & Matchmaking,True
RGT-001626,CUST-244114D7,There is a blatant scripter in my ranked game. They had 0ms reaction time and perfect skill shots all game.,Wild Rift,2024-05-29 07:56:45,5.0,5.55,LOW,Cheat / Hacker Report,True
RGT-DUPE-0025,CUST-8F1A57AC,Player using Elo-boosting service. They were clearly being played by someone else based on behaviour change.,Legends of Runeterra,2023-08-22 03:07:57,0.0,,LOW,Cheat / Hacker Report,False
RGT-000090,CUST-FE972C20,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Wild Rift,2023-11-14 12:00:49,2.0,,MEDIUM,Account Ban / Suspension,False
RGT-002083,CUST-E3190612,My account RiotUser#17022 was permanently banned but I never cheated. Please review the ban.,Legends of Runeterra,2023-10-23 06:52:17,5.0,26.72,MEDIUM,Account Ban / Suspension,True
RGT-000754,CUST-95542775,My clash tournament registration was cancelled without notification. Please refund the ticket fee.,Legends of Runeterra,2023-03-12 22:40:07,2.0,63.67,MEDIUM,Ranked & Matchmaking,True
RGT-002547,CUST-634A23A7,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Teamfight Tactics,2023-10-23 20:18:47,2.0,,MEDIUM,Account Ban / Suspension,False
RGT-001631,CUST-7742CF32,Locked out of my account after too many failed login attempts. I was trying to recover access legitimately.,Teamfight Tactics,2023-01-24 13:27:50,3.0,40.44,MEDIUM,Login / 2FA Issue,True
RGT-000012,CUST-40672E0E,The client update bricked my installation. Now I get error code 0x793D on startup.,Wild Rift,2023-02-12 01:49:26,0.0,26.85,MEDIUM,Client Bug / Crash,True
